entry_date,exit_date,option_ticker,entry_price,exit_price,pnl_w_slippage
2022-04-27,2022-04-28,O:SPY220429C00417000,5.15,7.78,2.367
2022-04-28,2022-04-29,O:SPY220429C00427000,2.09,1.14,-0.855
2022-04-29,2022-05-02,O:SPY220502P00412000,3.17,2.88,-0.26100000000000007
2022-05-02,2022-05-03,O:SPY220504C00414000,4.77,4.99,0.1980000000000006
2022-05-03,2022-05-04,O:SPY220504C00416000,3.82,3.85,0.027000000000000225
2022-05-09,2022-05-10,O:SPY220511C00398000,5.75,8.5,2.475
2022-05-10,2022-05-11,O:SPY220511P00399000,3.87,3.77,-0.09000000000000008
2022-05-13,2022-05-16,O:SPY220516P00401000,3.36,2.93,-0.38699999999999973
2022-05-23,2022-05-24,O:SPY220525C00396000,4.56,2.09,-2.223
2022-05-24,2022-05-25,O:SPY220525P00393000,2.06,2.84,0.7019999999999998
2022-06-07,2022-06-08,O:SPY220608P00415000,1.79,2.37,0.5220000000000001
2022-06-08,2022-06-09,O:SPY220610C00411000,3.52,2.63,-0.8010000000000002
2022-06-14,2022-06-15,O:SPY220615C00373000,4.0,6.32,2.0880000000000005
2022-06-15,2022-06-16,O:SPY220617P00379000,5.74,10.48,4.266
2022-06-17,2022-06-21,O:SPY220621P00365000,2.67,0.28,-2.151
2022-06-21,2022-06-22,O:SPY220622P00375000,2.47,4.8,2.0969999999999995
2022-06-23,2022-06-24,O:SPY220624C00378000,2.01,4.12,1.8990000000000002
2022-06-29,2022-06-30,O:SPY220630C00380000,2.77,0.93,-1.656
2022-07-14,2022-07-15,O:SPY220715P00377000,1.72,0.3,-1.278
2022-07-15,2022-07-18,O:SPY220718P00385000,1.92,0.5,-1.278
2022-07-18,2022-07-19,O:SPY220720P00381000,2.07,0.78,-1.1609999999999998
2022-08-02,2022-08-03,O:SPY220803C00408000,1.98,3.0,0.918
2022-08-10,2022-08-11,O:SPY220812C00419000,2.64,4.83,1.971
2022-08-24,2022-08-25,O:SPY220826C00413000,3.59,4.12,0.47700000000000026
2022-09-12,2022-09-13,O:SPY220914P00410000,3.19,8.65,4.914000000000001
2022-09-14,2022-09-15,O:SPY220916C00394000,3.09,2.04,-0.9449999999999998
2022-09-16,2022-09-19,O:SPY220919C00385000,3.1,0.87,-2.007
2022-09-20,2022-09-21,O:SPY220921P00384000,3.27,2.6,-0.603
2022-09-22,2022-09-23,O:SPY220923C00374000,2.8,0.85,-1.755
2022-09-30,2022-10-03,O:SPY221003P00357000,2.11,0.75,-1.224
2022-10-03,2022-10-04,O:SPY221005P00366000,2.85,0.91,-1.746
2022-10-04,2022-10-05,O:SPY221005P00377000,1.95,4.21,2.034
2022-10-05,2022-10-06,O:SPY221007P00377000,3.0,3.86,0.7739999999999999
2022-10-06,2022-10-07,O:SPY221007C00373000,3.12,0.69,-2.1870000000000003
2022-10-07,2022-10-10,O:SPY221010C00362000,2.9,3.14,0.2160000000000002
2022-10-13,2022-10-14,O:SPY221014P00365000,2.56,1.18,-1.2420000000000002
2022-10-17,2022-10-18,O:SPY221019C00366000,4.25,9.69,4.896
2022-10-18,2022-10-19,O:SPY221019P00371000,1.79,3.21,1.278
2022-10-19,2022-10-20,O:SPY221021C00368000,3.79,3.14,-0.585
2022-10-20,2022-10-21,O:SPY221021P00365000,1.77,2.03,0.23399999999999982
2022-10-27,2022-10-28,O:SPY221028P00379000,3.94,1.5,-2.196
2022-11-02,2022-11-03,O:SPY221104C00374000,3.87,2.33,-1.3860000000000001
2022-11-08,2022-11-09,O:SPY221109P00382000,2.79,3.34,0.49499999999999983
2022-11-09,2022-11-10,O:SPY221111P00374000,4.35,0.21,-3.726
2022-11-15,2022-11-16,O:SPY221116C00398000,2.36,1.14,-1.098
2022-11-16,2022-11-17,O:SPY221117C00395000,2.86,0.39,-2.223
2022-11-30,2022-12-01,O:SPY221201P00407000,1.4,0.86,-0.48599999999999993
2022-12-12,2022-12-13,O:SPY221213P00398000,4.59,0.08,-4.059
2022-12-13,2022-12-14,O:SPY221214P00401000,3.21,3.11,-0.09000000000000008
2022-12-14,2022-12-15,O:SPY221215P00399000,1.58,4.42,2.556
2022-12-19,2022-12-20,O:SPY221220C00380000,1.56,0.7,-0.7740000000000001
2022-12-21,2022-12-22,O:SPY221222C00386000,2.02,0.3,-1.548
2023-01-04,2023-01-05,O:SPY230105C00383000,2.02,1.05,-0.873
2023-01-09,2023-01-10,O:SPY230110C00387000,2.21,1.65,-0.5040000000000001
2023-02-01,2023-02-02,O:SPY230202P00410000,1.14,0.29,-0.7649999999999999
2023-02-08,2023-02-09,O:SPY230209C00410000,2.07,4.33,2.0340000000000003
2023-02-13,2023-02-14,O:SPY230214P00412000,2.86,2.44,-0.37799999999999995
2023-02-17,2023-02-21,O:SPY230221C00407000,1.97,0.29,-1.512
2023-02-23,2023-02-24,O:SPY230224C00400000,1.99,0.25,-1.566
2023-03-01,2023-03-02,O:SPY230302P00394000,1.21,2.09,0.7919999999999999
2023-03-20,2023-03-21,O:SPY230321P00393000,1.49,0.25,-1.116
2023-03-31,2023-04-03,O:SPY230403P00409000,1.28,1.26,-0.018000000000000016
2023-04-21,2023-04-24,O:SPY230424P00412000,1.19,0.87,-0.288
2023-05-15,2023-05-16,O:SPY230516C00413000,1.07,0.45,-0.5580000000000002
2023-05-25,2023-05-26,O:SPY230526C00414000,1.84,2.14,0.2700000000000001
2023-06-01,2023-06-02,O:SPY230602C00421000,2.07,3.59,1.368
2023-07-06,2023-07-07,O:SPY230707C00439000,1.92,0.87,-0.9449999999999998
2023-07-11,2023-07-12,O:SPY230712P00442000,1.49,0.15,-1.2060000000000002
2023-07-26,2023-07-27,O:SPY230727P00455000,0.69,0.08,-0.549
2023-07-27,2023-07-28,O:SPY230728C00452000,1.98,3.58,1.4400000000000002
2023-08-01,2023-08-02,O:SPY230802C00456000,1.2,0.21,-0.891
2023-08-03,2023-08-04,O:SPY230804P00448000,0.78,0.35,-0.38700000000000007
2023-08-11,2023-08-14,O:SPY230814P00445000,0.91,1.31,0.36000000000000004
2023-08-23,2023-08-24,O:SPY230824P00443000,1.49,0.52,-0.873
2023-08-24,2023-08-25,O:SPY230825C00436000,2.26,3.32,0.9540000000000001
2023-08-25,2023-08-28,O:SPY230828C00439000,2.05,3.42,1.233
2023-09-20,2023-09-21,O:SPY230921C00438000,1.62,0.44,-1.0620000000000003
2023-10-12,2023-10-13,O:SPY231013P00433000,1.04,0.52,-0.468
2023-11-15,2023-11-16,O:SPY231116P00449000,1.1,0.85,-0.22500000000000012
2023-11-17,2023-11-20,O:SPY231120C00450000,1.38,1.15,-0.207
2023-12-29,2024-01-02,O:SPY240102P00475000,1.06,2.97,1.719
2024-01-17,2024-01-18,O:SPY240118C00472000,1.67,2.28,0.5489999999999999
2024-02-12,2024-02-13,O:SPY240213P00500000,1.48,5.52,3.6359999999999992
2024-02-14,2024-02-15,O:SPY240215P00498000,0.79,0.58,-0.18900000000000008
2024-02-21,2024-02-22,O:SPY240222C00497000,2.18,7.1,4.428
2024-02-22,2024-02-23,O:SPY240223C00507000,1.5,2.53,0.9269999999999998
2024-02-23,2024-02-26,O:SPY240226P00507000,0.87,0.48,-0.35100000000000003
2024-03-19,2024-03-20,O:SPY240320C00515000,2.31,2.35,0.03600000000000003
2024-04-01,2024-04-02,O:SPY240402P00522000,0.91,3.25,2.106
2024-04-03,2024-04-04,O:SPY240404P00519000,0.73,0.06,-0.603
2024-05-02,2024-05-03,O:SPY240503C00505000,2.43,6.43,3.5999999999999996
2024-05-14,2024-05-15,O:SPY240515C00523000,2.42,2.67,0.225
2024-07-23,2024-07-24,O:SPY240724C00553000,1.88,0.17,-1.539
2024-08-02,2024-08-05,O:SPY240805P00532000,4.52,20.15,14.067
2024-08-05,2024-08-06,O:SPY240806C00517000,5.88,8.72,2.556000000000001
2024-08-06,2024-08-07,O:SPY240807P00522000,3.47,0.55,-2.628
2024-08-07,2024-08-08,O:SPY240808C00518000,4.29,6.83,2.286
2024-09-05,2024-09-06,O:SPY240906C00549000,3.5,2.56,-0.846
2024-09-18,2024-09-19,O:SPY240919P00561000,1.79,0.11,-1.512
2024-09-20,2024-09-23,O:SPY240923P00568000,1.78,0.89,-0.801
2024-11-05,2024-11-06,O:SPY241106P00576000,3.49,0.09,-3.0600000000000005
2024-12-19,2024-12-20,O:SPY241220P00586000,3.79,4.91,1.0080000000000002
2024-12-27,2024-12-30,O:SPY241230C00595000,2.1,0.15,-1.7550000000000001
2024-12-30,2024-12-31,O:SPY241231P00588000,2.37,1.3,-0.9630000000000001
2025-01-02,2025-01-03,O:SPY250103C00584000,2.96,4.23,1.1430000000000005
2025-01-03,2025-01-06,O:SPY250106C00591000,2.03,5.38,3.015
2025-01-08,2025-01-10,O:SPY250109C00589000,1.09,1.29,0.17999999999999997
2025-01-10,2025-01-13,O:SPY250113P00580000,2.1,4.71,2.3489999999999998
2025-01-14,2025-01-15,O:SPY250115C00582000,3.89,8.49,4.14
2025-01-15,2025-01-16,O:SPY250116P00592000,1.69,0.86,-0.747
2025-01-21,2025-01-22,O:SPY250122P00603000,1.41,0.34,-0.9629999999999999
2025-01-24,2025-01-27,O:SPY250127P00607000,1.0,11.79,9.711
2025-01-27,2025-01-28,O:SPY250128C00599000,2.64,2.73,0.08099999999999988
2025-01-30,2025-01-31,O:SPY250131P00605000,2.24,0.7,-1.3860000000000003
2025-01-31,2025-02-03,O:SPY250203C00601000,2.89,0.16,-2.457
2025-02-03,2025-02-04,O:SPY250204C00597000,3.37,2.61,-0.6840000000000003
2025-02-11,2025-02-12,O:SPY250212P00605000,1.92,5.84,3.528
2025-03-10,2025-03-11,O:SPY250311C00560000,4.4,3.05,-1.2150000000000005
2025-03-13,2025-03-14,O:SPY250314P00551000,2.2,1.05,-1.0350000000000001
